,Id,MSZoning,LotArea,Street,Alley,LotShape,Utilities,LandSlope,Neighborhood,BldgType,YearBuilt,RoofStyle,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,GarageQual,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SalePrice
1097,1097,RM,6882,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1914,Gable,PConc,TA,684,TA,Y,773,582,1355,0,0,1,1,3,1,Gd,7,0,,,0,0,,136,0,,,,2007,127000
1098,1098,RL,3696,Pave,,Reg,AllPub,Gtl,StoneBr,TwnhsE,1986,Gable,CBlock,Gd,1074,Ex,Y,1088,0,1088,0,0,1,1,2,1,Gd,5,0,,Attchd,2,461,TA,0,0,,,,2007,170000
1099,1099,RM,6000,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1936,Gable,BrkTil,TA,672,TA,Y,757,567,1324,0,0,1,0,3,1,TA,6,0,,Detchd,1,240,TA,0,0,,,,2009,128000
1100,1100,RL,11880,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1978,Gable,CBlock,Gd,1271,TA,Y,1601,0,1601,0,0,2,0,3,1,TA,7,1,TA,Attchd,2,478,TA,0,0,,,,2009,157000
1101,1101,RL,8400,Pave,,Reg,AllPub,Gtl,SWISU,1Fam,1920,Gable,CBlock,TA,290,TA,N,438,0,438,0,0,1,0,1,1,Fa,3,0,,Detchd,1,246,TA,0,0,,,,2009,60000
1102,1102,RL,9758,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1971,Gable,CBlock,TA,950,TA,Y,950,0,950,0,0,1,0,3,1,TA,5,0,,Detchd,1,280,TA,0,0,,,,2007,119500
1103,1103,RL,7000,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1960,Gable,CBlock,TA,1010,Ex,Y,1134,0,1134,0,0,1,0,2,1,TA,6,0,,Attchd,1,254,TA,0,0,,MnWw,,2007,135000
1104,1104,RL,8910,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1959,Hip,CBlock,TA,655,Ex,Y,1194,0,1194,0,1,1,0,3,1,TA,6,1,Fa,BuiltIn,2,539,TA,0,0,,,,2006,159500
1105,1105,RM,2016,Pave,,Reg,AllPub,Gtl,BrDale,TwnhsE,1970,Gable,CBlock,TA,630,TA,Y,630,672,1302,0,0,2,1,3,1,TA,6,0,,Detchd,2,440,TA,0,0,,,,2007,106000
1106,1106,RL,12256,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1994,Gable,PConc,Ex,1463,Ex,Y,1500,1122,2622,1,0,2,1,3,1,Gd,9,2,TA,Attchd,2,712,TA,186,0,,,,2010,325000
1107,1107,RL,10357,Pave,,IR1,AllPub,Gtl,SawyerW,1Fam,1990,Hip,PConc,Gd,910,Gd,Y,1442,0,1442,1,0,2,0,3,1,Gd,6,1,TA,Attchd,2,719,TA,0,0,,,,2007,179900
1108,1108,RL,23257,Pave,,IR3,AllPub,Gtl,Gilbert,1Fam,2006,Gable,PConc,Ex,868,Ex,Y,887,1134,2021,0,0,2,1,3,1,Gd,9,1,Gd,BuiltIn,2,422,TA,0,0,,,,2006,274725
1109,1109,RL,8063,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,2000,Gable,PConc,Gd,924,Ex,Y,948,742,1690,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,463,TA,100,0,,,,2007,181000
1110,1110,RL,11362,Pave,,IR1,AllPub,Gtl,NridgHt,1Fam,2004,Gable,PConc,Ex,1836,Ex,Y,1836,0,1836,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,3,862,TA,125,0,,,,2009,280000
1111,1111,RL,8000,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,1995,Gable,PConc,Gd,773,Gd,Y,773,885,1658,1,0,2,1,3,1,TA,8,1,TA,Attchd,2,431,TA,224,0,,,,2008,188000
1112,1112,RL,10480,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1976,Hip,CBlock,TA,803,TA,Y,1098,866,1964,0,0,2,1,4,1,TA,8,1,Gd,Attchd,2,483,TA,0,0,,,,2008,205000
1113,1113,RL,7100,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1957,Gable,CBlock,TA,816,TA,Y,816,0,816,1,0,1,0,2,1,TA,5,0,,Detchd,1,308,TA,0,0,,,,2006,129900
1114,1114,RL,8923,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1953,Gable,CBlock,TA,1008,Gd,Y,1008,0,1008,1,0,1,0,2,1,Gd,6,0,,Attchd,1,240,TA,0,0,,,,2007,134500
1115,1115,RL,5400,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1954,Gable,CBlock,TA,833,Ex,Y,833,0,833,0,0,1,0,2,1,Gd,4,0,,Detchd,1,326,TA,0,0,,MnPrv,,2006,117000
1116,1116,RL,12085,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2007,Hip,PConc,Ex,1734,Ex,Y,1734,0,1734,1,0,2,0,3,1,Ex,7,1,Gd,Attchd,3,928,TA,0,0,,,,2007,318000
1117,1117,RL,7750,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,2002,Hip,PConc,Gd,408,Ex,Y,779,640,1419,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2,527,TA,120,0,,,,2009,184100
1118,1118,RL,9764,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1967,Gable,CBlock,TA,894,Ex,Y,894,0,894,1,0,1,0,3,1,Gd,5,0,,Attchd,2,450,TA,0,0,,,,2008,130000
1119,1119,RL,13825,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1958,Gable,CBlock,TA,533,TA,Y,1021,580,1601,0,1,1,0,3,1,TA,6,0,,BuiltIn,1,300,TA,280,0,,,,2008,140000
1120,1120,RL,7560,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1959,Gable,CBlock,TA,1040,TA,Y,1040,0,1040,0,0,1,0,3,1,TA,6,0,,Attchd,1,286,TA,140,0,,GdWo,,2006,133700
1121,1121,RM,8263,Pave,,Reg,AllPub,Mod,IDOTRR,1Fam,1920,Gable,BrkTil,TA,1012,TA,Y,1012,0,1012,0,0,1,0,2,1,TA,6,1,Gd,Detchd,1,308,TA,0,0,,MnPrv,,2007,118400
1122,1122,RL,10084,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2005,Gable,PConc,Gd,1552,Ex,Y,1552,0,1552,0,0,2,0,3,1,Gd,7,0,,Attchd,3,782,TA,144,0,,,,2006,212900
1123,1123,RL,8926,Pave,,IR1,AllPub,Gtl,Edwards,1Fam,1956,Gable,CBlock,TA,672,Ex,Y,960,0,960,0,0,1,0,3,1,TA,5,0,,Basment,1,288,TA,64,0,,MnPrv,,2009,112000
1124,1124,RL,9405,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1947,Hip,CBlock,TA,698,Ex,Y,698,0,698,0,1,1,0,2,1,TA,4,0,,,0,0,,0,0,,,,2009,118000
1125,1125,RL,9125,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1992,Gable,PConc,Gd,384,Gd,Y,812,670,1482,0,0,2,1,3,1,Gd,7,1,TA,Attchd,2,392,TA,100,0,,,,2007,163900
1126,1126,RL,10434,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1955,Gable,CBlock,TA,1005,TA,Y,1005,0,1005,0,0,1,0,2,1,Fa,5,1,TA,Detchd,2,672,Fa,0,0,,,,2009,115000
1127,1127,RL,3684,Pave,,Reg,AllPub,Gtl,Blmngtn,TwnhsE,2007,Hip,PConc,Gd,1373,Ex,Y,1555,0,1555,0,0,2,0,2,1,Gd,7,1,TA,Attchd,3,660,TA,143,0,,,,2009,174000
1128,1128,RL,14572,Pave,,IR3,AllPub,Gtl,Gilbert,1Fam,2004,Hip,PConc,Gd,1530,Ex,Y,1530,0,1530,1,0,2,0,3,1,Gd,7,1,Gd,Attchd,3,630,TA,144,0,,,,2007,259000
1129,1129,RL,11796,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2004,Gable,PConc,Gd,847,Ex,Y,847,1112,1959,0,0,2,1,4,1,Gd,8,1,Gd,BuiltIn,2,434,TA,100,0,,,,2007,215000
1130,1130,RM,7200,Pave,Grvl,Reg,AllPub,Gtl,OldTown,Duplex,1980,Gable,CBlock,Gd,936,TA,Y,936,0,936,1,0,1,0,2,1,TA,4,0,,Detchd,2,672,TA,49,0,,,,2007,140000
1131,1131,RL,7804,Pave,,Reg,AllPub,Gtl,SWISU,1Fam,1928,Gable,BrkTil,TA,1122,TA,Y,1328,653,1981,1,0,2,0,4,1,Gd,7,2,TA,Detchd,2,576,TA,431,0,,MnPrv,,2009,135000
1132,1132,RL,10712,Pave,,Reg,AllPub,Gtl,Mitchel,1Fam,1991,Gable,PConc,Gd,974,TA,Y,974,0,974,0,0,1,0,3,1,TA,5,0,,,0,0,,0,0,,MnPrv,,2007,93500
1133,1133,RM,9900,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1880,Gable,BrkTil,TA,1008,TA,Y,1178,1032,2210,0,0,2,0,5,1,Fa,8,0,,Detchd,1,205,Fa,0,0,,,,2007,117500
1134,1134,RL,9828,Pave,,IR1,AllPub,Gtl,SawyerW,1Fam,1995,Gable,PConc,Gd,1128,Ex,Y,1142,878,2020,0,0,2,1,3,1,Gd,8,1,TA,Attchd,2,466,TA,0,0,,,,2009,239500
1135,1135,RL,8773,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,1997,Gable,PConc,Gd,916,Gd,Y,916,684,1600,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,460,TA,100,0,,,,2007,169000
1136,1136,RM,6180,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1926,Gable,BrkTil,TA,960,TA,N,986,0,986,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1,180,TA,0,0,,,,2007,102000
1137,1137,RL,9600,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1950,Gable,CBlock,TA,1032,TA,Y,1032,220,1252,0,0,1,0,3,1,TA,6,0,,Attchd,1,288,TA,0,0,,,,2008,119000
1138,1138,RL,6342,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1875,Gable,CBlock,TA,780,Gd,N,780,240,1020,0,0,1,0,2,1,TA,6,0,,,0,0,,0,0,,,,2010,94000
1139,1139,RL,9819,Pave,,IR1,AllPub,Mod,Mitchel,1Fam,1977,Gable,PConc,TA,1567,TA,Y,1567,0,1567,1,0,2,0,2,1,Gd,5,2,TA,Attchd,2,714,TA,264,0,,,,2009,196000
1140,1140,RL,8731,Pave,,IR1,AllPub,Gtl,BrkSide,1Fam,1920,Gable,BrkTil,TA,915,TA,Y,1167,0,1167,0,0,1,0,3,1,TA,6,1,Gd,Detchd,2,495,TA,0,0,,,,2007,144000
1141,1141,RL,7350,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1951,Gable,CBlock,TA,952,TA,Y,952,0,952,1,0,1,0,2,1,TA,4,0,,Detchd,2,840,TA,0,0,,,,2008,139000
1142,1142,RL,10304,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1976,Gable,CBlock,TA,780,Ex,Y,1088,780,1868,1,0,2,1,4,1,Gd,9,1,TA,Attchd,2,484,TA,448,0,,,,2009,197500
1143,1143,RL,9965,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2006,Hip,PConc,Ex,1466,Ex,Y,1466,1362,2828,1,0,3,0,4,1,Gd,11,1,TA,BuiltIn,3,1052,TA,125,0,,,,2007,424870
1144,1144,RL,9000,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1959,Gable,CBlock,TA,1006,TA,Y,1006,0,1006,0,0,1,0,3,1,TA,5,0,,,0,0,,0,0,,,,2008,80000
1145,1145,RL,12180,Pave,,Reg,AllPub,Gtl,Edwards,2fmCon,1941,Gable,BrkTil,Gd,672,Fa,N,672,252,924,1,0,1,0,2,1,Fa,5,0,,Detchd,1,280,TA,0,0,,MnPrv,,2010,80000
1146,1146,RM,6240,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1928,Gable,BrkTil,TA,1042,Ex,Y,1042,534,1576,0,0,1,0,3,1,TA,8,1,Gd,Detchd,1,225,TA,0,0,,,,2006,149000
1147,1147,RL,11200,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,1985,Gable,CBlock,Gd,1298,TA,Y,1298,0,1298,1,0,2,0,3,1,Gd,5,1,TA,Attchd,2,403,TA,165,0,,,,2006,180000
1148,1148,RL,12000,Pave,,Reg,AllPub,Gtl,Crawfor,1Fam,1941,Gable,CBlock,TA,704,Ex,Y,860,704,1564,0,0,1,1,3,1,Fa,7,1,Gd,Attchd,1,234,TA,0,0,,,,2009,174500
1149,1149,RM,5700,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1926,Gable,PConc,TA,572,TA,Y,572,539,1111,0,0,1,0,2,1,TA,5,1,Gd,Detchd,1,288,TA,0,0,,,,2008,116900
1150,1150,RM,9000,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1920,Hip,PConc,TA,650,Ex,Y,832,650,1482,0,1,1,0,3,1,TA,7,0,,Detchd,2,324,TA,0,0,,,,2009,143000
1151,1151,RL,8280,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1950,Gable,CBlock,TA,932,Ex,Y,932,0,932,0,0,1,0,2,1,Gd,4,1,Gd,Attchd,1,306,TA,0,0,,GdPrv,,2007,124000
1152,1152,RL,17755,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1959,Gable,CBlock,TA,1466,TA,Y,1466,0,1466,0,0,1,1,3,1,Fa,6,2,Gd,Attchd,2,528,TA,0,0,,,,2006,149900
1153,1153,RL,14115,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1956,Gable,PConc,TA,1073,Ex,Y,1811,0,1811,0,0,1,0,2,1,Ex,6,1,Gd,Attchd,2,470,TA,0,0,,,,2006,230000
1154,1154,RM,5890,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1930,Gable,BrkTil,TA,816,Ex,Y,816,0,816,0,0,1,0,2,1,TA,5,0,,Detchd,1,432,TA,0,0,,,,2008,120500
1155,1155,RL,13700,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1965,Gable,CBlock,TA,864,TA,Y,902,918,1820,0,0,1,2,4,1,Gd,8,2,Gd,Attchd,2,492,TA,60,0,,GdPrv,,2008,201800
1156,1156,RL,10768,Pave,,IR1,AllPub,Gtl,Veenker,1Fam,1976,Gable,CBlock,Gd,1437,TA,Y,1437,0,1437,1,0,2,0,3,1,Gd,6,1,Fa,Attchd,2,528,TA,0,0,,,,2007,218000
1157,1157,RL,9350,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1965,Gable,PConc,TA,1219,Gd,Y,1265,0,1265,0,1,2,0,3,1,Gd,6,1,Gd,Attchd,2,502,TA,0,0,,MnPrv,,2008,179900
1158,1158,RL,5001,Pave,,IR1,AllPub,Gtl,NridgHt,Twnhs,2007,Gable,PConc,Gd,1314,Ex,Y,1314,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2,626,TA,172,0,,,,2009,230000
1159,1159,RL,11932,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2007,Gable,PConc,Gd,1580,Ex,Y,1580,0,1580,0,0,2,0,3,1,Gd,7,0,,Attchd,3,830,TA,0,0,,,,2008,235128
1160,1160,RL,9120,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1974,Hip,CBlock,TA,901,TA,Y,943,933,1876,0,0,2,1,4,1,Gd,8,1,TA,Attchd,2,540,Gd,0,0,,,,2008,185000
1161,1161,RL,2280,Pave,,Reg,AllPub,Gtl,NPkVill,Twnhs,1978,Gable,CBlock,Gd,855,Fa,Y,855,601,1456,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,440,TA,26,0,,,,2010,146000
1162,1162,RL,14778,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1954,Hip,CBlock,TA,1296,Ex,Y,1640,0,1640,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,2,924,TA,108,0,,,,2008,224000
1163,1163,RL,8724,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1968,Gable,CBlock,Gd,894,Gd,Y,894,0,894,0,0,1,0,3,1,TA,5,1,Po,Attchd,2,450,TA,0,0,,,,2007,129000
1164,1164,RL,12900,Pave,,Reg,AllPub,Gtl,Sawyer,Duplex,1969,Gable,CBlock,Gd,1198,TA,Y,1258,0,1258,2,0,0,2,0,2,TA,6,0,,CarPort,2,400,Fa,120,0,,,,2008,108959
1165,1165,RL,16157,Pave,,IR1,AllPub,Gtl,Veenker,1Fam,1978,Gable,PConc,Gd,1360,Ex,Y,1432,0,1432,1,0,1,1,2,1,Gd,5,1,TA,Attchd,2,588,TA,168,0,,,,2007,194000
1166,1166,RL,9541,Pave,,IR1,AllPub,Gtl,NridgHt,1Fam,2009,Gable,PConc,Gd,1502,Ex,Y,1502,0,1502,0,0,2,0,3,1,Gd,7,0,,Attchd,2,644,TA,0,0,,,,2009,233170
1167,1167,RL,10475,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2008,Gable,PConc,Gd,1694,Ex,Y,1694,0,1694,0,0,2,0,3,1,Gd,7,0,,Attchd,3,776,TA,160,0,,,,2010,245350
1168,1168,RL,10852,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2000,Gable,PConc,Gd,959,Ex,Y,959,712,1671,1,0,2,1,3,1,TA,7,1,TA,Attchd,2,472,TA,0,0,,,,2006,173000
1169,1169,RL,13728,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1935,Hip,CBlock,TA,1127,Ex,Y,1236,872,2108,0,0,2,0,4,1,Gd,7,2,TA,Basment,2,540,TA,0,0,,,,2008,235000
1170,1170,RL,35760,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1995,Hip,PConc,Ex,1930,Ex,Y,1831,1796,3627,1,0,3,1,4,1,Gd,10,1,TA,Attchd,3,807,TA,361,0,,,,2006,625000
1171,1171,RL,9880,Pave,,Reg,AllPub,Gtl,Mitchel,1Fam,1977,Gable,CBlock,TA,1096,TA,Y,1118,0,1118,1,0,1,0,3,1,TA,6,1,Po,Attchd,1,358,TA,203,576,Gd,GdPrv,,2008,171000
1172,1172,RL,9120,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1958,Hip,CBlock,TA,1261,Ex,Y,1261,0,1261,1,0,1,0,3,1,TA,6,1,TA,Attchd,2,433,TA,0,0,,,Shed,2008,163000
1173,1173,FV,4017,Pave,Pave,IR1,AllPub,Gtl,Somerst,TwnhsE,2006,Gable,PConc,Gd,625,Ex,Y,625,625,1250,0,0,2,1,2,1,Gd,5,0,,Detchd,2,625,TA,0,0,,,,2008,171900
1174,1174,RL,18030,Pave,,IR1,AllPub,Gtl,ClearCr,1Fam,1946,Gable,CBlock,TA,1598,TA,Y,1636,971,3086,0,0,3,0,3,1,Ex,12,1,Gd,,0,0,,122,0,,MnPrv,,2007,200500
1175,1175,RL,16560,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1932,Gable,BrkTil,Gd,952,TA,Y,1170,1175,2345,0,0,2,1,4,1,TA,9,1,Gd,Detchd,2,360,TA,0,0,,,,2006,239000
1176,1176,RL,10678,Pave,,Reg,AllPub,Gtl,NoRidge,1Fam,1992,Hip,PConc,Gd,1683,Ex,Y,2129,743,2872,0,0,2,1,4,1,Gd,9,1,TA,Attchd,2,541,TA,0,0,,,,2007,285000
1177,1177,RL,6951,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,1984,Gable,CBlock,TA,876,TA,Y,923,0,923,1,0,1,0,3,1,TA,5,0,,Attchd,1,264,TA,362,0,,MnPrv,,2008,119500
1178,1178,RM,3950,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1926,Gable,CBlock,TA,818,TA,Y,818,406,1224,0,0,1,0,3,1,TA,5,0,,Detchd,1,210,TA,0,0,,,,2009,115000
1179,1179,RL,7681,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1921,Gable,BrkTil,TA,731,Ex,Y,820,523,1343,0,0,1,1,3,1,TA,7,1,Gd,Detchd,1,186,Fa,192,0,,,,2009,154900
1180,1180,RL,8335,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1954,Gable,Slab,,0,Gd,Y,1124,0,1124,0,0,1,0,3,1,TA,5,1,Gd,,0,0,,0,0,,,,2006,93000
1181,1181,RL,11170,Pave,,IR2,AllPub,Gtl,Timber,1Fam,1990,Gable,Wood,Gd,1216,Ex,Y,1298,1216,2514,0,0,2,1,4,1,TA,8,0,,Attchd,2,693,TA,0,0,,GdPrv,,2006,250000
1182,1182,RM,5587,Pave,,IR1,AllPub,Mod,Crawfor,TwnhsE,2008,Hip,PConc,Ex,1600,Ex,Y,1652,0,1652,1,1,2,0,2,1,Gd,5,1,Gd,Attchd,2,482,TA,162,0,,,,2008,392500
1183,1183,RL,15623,Pave,,IR1,AllPub,Gtl,NoRidge,1Fam,1996,Hip,PConc,Ex,2396,Ex,Y,2411,2065,4476,1,0,3,1,4,1,Ex,10,2,TA,Attchd,3,813,TA,171,555,Ex,MnPrv,,2007,745000
1184,1184,RL,10800,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1920,Hip,BrkTil,TA,1120,Ex,Y,1130,0,1130,1,0,1,0,2,1,TA,5,1,Gd,Detchd,2,720,TA,229,0,,,,2006,120000
1185,1185,RL,35133,Grvl,,Reg,AllPub,Mod,Timber,1Fam,1963,Hip,CBlock,TA,1572,Gd,Y,1572,0,1572,1,0,1,1,3,1,TA,5,2,TA,2Types,3,995,TA,0,0,,,,2007,186700
1186,1186,RL,9738,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1924,Gable,BrkTil,TA,784,Gd,Y,949,272,1221,1,0,1,0,4,1,TA,7,0,,Attchd,1,392,TA,0,0,,,,2006,104900
1187,1187,RL,10615,Pave,,IR1,AllPub,Mod,OldTown,2fmCon,1900,Gable,CBlock,Fa,978,TA,Y,1014,685,1699,1,0,2,0,3,2,TA,7,0,,CarPort,2,420,Fa,0,0,,,,2009,95000
1188,1188,RL,12461,Pave,,Reg,AllPub,Gtl,NoRidge,1Fam,1994,Gable,PConc,Gd,1624,Ex,Y,1624,0,1624,1,0,2,0,2,1,Gd,5,1,Fa,Attchd,3,757,TA,0,0,,GdPrv,,2006,262000
1189,1189,RL,8935,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2002,Gable,PConc,Gd,831,Ex,Y,831,829,1660,0,0,2,1,3,1,Gd,7,0,,Attchd,2,493,TA,144,0,,,,2009,195000
1190,1190,RL,7500,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,1999,Gable,PConc,TA,994,Gd,Y,1028,776,1804,0,0,2,1,3,1,Gd,7,1,TA,Attchd,2,442,TA,140,0,,,,2010,189000
1191,1191,RL,32463,Pave,,Reg,AllPub,Mod,Mitchel,2fmCon,1961,Gable,CBlock,TA,1249,Ex,Y,1622,0,1622,1,0,1,0,3,1,TA,7,1,TA,2Types,4,1356,TA,439,0,,,,2007,168000
1192,1192,FV,2645,Pave,Pave,Reg,AllPub,Gtl,Somerst,Twnhs,1999,Gable,PConc,Gd,776,Ex,Y,764,677,1441,0,0,2,1,2,1,Gd,5,0,,Detchd,2,492,TA,206,0,,,,2007,174000
1193,1193,RM,9600,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1925,Gambrel,PConc,TA,702,Gd,Y,842,630,1472,0,0,1,0,3,1,Gd,6,0,,Detchd,1,250,TA,0,0,,GdWo,,2007,125000
1194,1194,RM,4500,Pave,,Reg,AllPub,Gtl,Mitchel,TwnhsE,1999,Hip,PConc,Ex,1224,Ex,Y,1224,0,1224,1,0,2,0,2,1,TA,5,0,,Attchd,2,402,TA,0,0,,,,2009,165000
1195,1195,RL,9364,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1969,Gable,CBlock,TA,663,TA,Y,663,689,1352,0,0,1,1,4,1,TA,7,0,,Attchd,1,299,TA,379,0,,MnPrv,,2010,158000
1196,1196,RL,8029,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2005,Gable,PConc,Gd,728,Ex,Y,728,728,1456,0,0,2,1,3,1,Gd,8,0,,Attchd,2,400,TA,100,0,,,,2008,176000
1197,1197,RL,14054,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2006,Gable,PConc,Gd,879,Ex,Y,879,984,1863,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,3,660,TA,100,0,,,,2006,219210
1198,1198,RM,8850,Pave,,IR1,AllPub,Gtl,OldTown,1Fam,1916,Gable,BrkTil,TA,815,Ex,Y,815,875,1690,0,0,1,0,3,1,TA,7,1,Gd,Detchd,1,225,TA,0,0,,,,2006,144000
1199,1199,RL,9100,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2001,Gable,PConc,Gd,1212,Ex,Y,1212,0,1212,0,0,2,0,3,1,Gd,6,0,,Attchd,2,573,TA,356,0,,,,2009,178000
1200,1200,RL,11235,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1963,Gable,CBlock,TA,1051,Gd,Y,1382,0,1382,0,0,1,1,3,1,TA,6,1,Po,Attchd,2,459,TA,0,0,,,,2006,148000
1201,1201,RL,9353,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1970,Gable,CBlock,TA,864,Gd,Y,864,0,864,0,0,1,0,3,1,TA,5,0,,Attchd,1,280,TA,0,0,,,Shed,2006,116050
1202,1202,RL,10400,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,1998,Gable,PConc,Gd,866,Ex,Y,866,913,1779,0,0,2,1,3,1,Gd,6,0,,Attchd,2,546,TA,198,0,,,,2009,197900
1203,1203,RM,6000,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1925,Gable,BrkTil,TA,884,Ex,Y,884,464,1348,1,0,1,0,3,1,TA,5,1,Fa,Detchd,1,216,TA,0,0,,,,2009,117000
1204,1204,RL,9750,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2000,Gable,PConc,Gd,1630,Ex,Y,1630,0,1630,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2,451,TA,74,0,,,,2009,213000
1205,1205,RL,10140,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1975,Gable,CBlock,Gd,1056,Ex,Y,1074,0,1074,1,0,1,1,3,1,TA,6,0,,Attchd,2,495,TA,0,0,,MnPrv,,2006,153500
1206,1206,RL,14684,Pave,,IR1,AllPub,Gtl,SawyerW,1Fam,1990,Hip,CBlock,Gd,2158,Gd,Y,2196,0,2196,0,0,2,0,3,1,Gd,7,1,TA,Attchd,3,701,TA,84,0,,,,2009,271900
1207,1207,RH,8900,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,1966,Gable,CBlock,TA,1056,TA,Y,1056,0,1056,1,0,1,0,2,1,TA,5,0,,Detchd,1,384,TA,0,0,,MnPrv,,2006,107000
1208,1208,RL,9135,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2003,Gable,PConc,Gd,1682,Ex,Y,1700,0,1700,1,0,2,0,3,1,Gd,7,0,,Attchd,2,544,TA,192,0,,,,2006,200000
1209,1209,RL,7763,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1962,Gable,CBlock,TA,931,TA,Y,1283,0,1283,1,0,1,0,3,1,TA,6,0,,Detchd,2,506,TA,0,0,,,,2008,140000
